,tweet_id,text,sentiment,created_at,month,classes
34,1240727812891447297,RT @MissjowilsonJo: @jet2tweets I’ve been admiring how you are dealing with customers since this whole corona virus started. However today…,0.2,2020-03-19 19:52:16,March,2
35,1240727813008666624,RT @askjillian: Disgusting. But let’s clutch our pearls bc @RickWilson’s riff on #bebest These ppl are actively killing Americans.,-0.5666666666666667,2020-03-19 19:52:16,March,0
36,1240727813713428484,"RT @mitchellreports: Photo of @realDonaldTrump briefing papers from today shows ""corona"" crossed out and ""Chinese"" written in his sharpie h…",0.0,2020-03-19 19:52:17,March,1
37,1240727813541560322,RT @Stout97_: 2 weeks? it’s a fucking global pandemic not a hamstring strain.,0.0,2020-03-19 19:52:17,March,1
38,1240727813851885570,RT @_Dillionnn: When this Corona shit passes we have to promise each other that we’re going to tell our kids that we survived a zombie apoc…,-0.1625,2020-03-19 19:52:17,March,0
39,1240727813923233792,RT @pattonoswalt: this incompetent racist asshole,-0.35,2020-03-19 19:52:17,March,0
40,1240727814573359110,"My 87 year old stepmom was admitted to Memorial Hospital Belleville,Illinois last night with a fever and coughing a… https://t.co/xY0a3BaGpC",-0.1,2020-03-19 19:52:17,March,0
41,1240727814640406534,I literally just said this lmaoooo https://t.co/71gAp5t3m4,0.0,2020-03-19 19:52:17,March,1
42,1240727814908805120,RT @BrettSVergara: I’m setting JoJo’s Corona PSA song as my new ringtone https://t.co/sWPUmqMjjj,0.13636363636363635,2020-03-19 19:52:17,March,2
43,1240727815252774913,RT @goodbeanaltalt: holy shit I hate every person in this video,-0.5,2020-03-19 19:52:17,March,0
44,1240727815668011008,RT @MakedaMorrison: Day 5: We have rediscovered farming,0.0,2020-03-19 19:52:17,March,1
45,1240727815659630598,RT @MakedaMorrison: Day 5: We have rediscovered farming,0.0,2020-03-19 19:52:17,March,1
46,1240727815877578752,RT @_Dillionnn: When this Corona shit passes we have to promise each other that we’re going to tell our kids that we survived a zombie apoc…,-0.1625,2020-03-19 19:52:17,March,0
47,1240727816024387584,"RT @AndersFoghR: We must bring Taiwan fully into the @WHO now. 

To date, Taiwan has around 100 cases of #COVID2019 despite its proximity t…",0.0,2020-03-19 19:52:17,March,1
48,1240727816016199680,"RT @Shehzad_Ind: Lakhs of daily wagers - domestic help, carpenters,cleaners, plumbers,spot boys on sets,etc will lose livelihood due to soc…",-0.041666666666666664,2020-03-19 19:52:17,March,0
49,1240727816163012608,"RT @joncoopertweets: “If I get corona, I get corona,” said one Ohio student on spring break in Florida. “At the end of the day, I’m not gon…",0.0,2020-03-19 19:52:17,March,1
50,1240727816448212999,"RT @ChronicleKano: Kano State Emergency contacts in case of suspected Corona Virus Outbreak:

Dr. Imam Wada Bello
08050303343

Dr Bashir La…",0.0,2020-03-19 19:52:17,March,1
51,1240727816422989824,"RT @RedTRaccoon: You can no longer defend this.

Make up any excuse or reasoning you want, it's intentional and it's racist. https://t.co/M…",-0.05,2020-03-19 19:52:17,March,0
52,1240727816423051272,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",0.5,2020-03-19 19:52:17,March,2
53,1240727816619974656,"RT @yagirlren: BREAKING‼️‼️‼️
a new symptom of the corona virus was just discovered. It’s called PJP which translates to Phat. Juicy. Pussy…",0.13636363636363635,2020-03-19 19:52:17,March,2
54,1240727816511111168,RT @ed_solomon: This is repugnant,0.0,2020-03-19 19:52:17,March,1
55,1240727816934764544,RT @Parkour_Lewis: Whatever you say Corona Sandiego,0.0,2020-03-19 19:52:17,March,1
56,1240727816896995329,"RT @ioproducer: There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…",-0.3528571428571429,2020-03-19 19:52:17,March,0
57,1240727817458835457,"A 34 year old from Pasadena is the first person to die from Corona after visiting @Disneyland in Florida. 

Shame o… https://t.co/PJMBxUFddP",0.0875,2020-03-19 19:52:17,March,2
58,1240727817572306944,RT @1DJFirstClass: Me &amp; My Niggas Walking In The Club After The Corona Epidemic End https://t.co/UvCiTK51uG,0.0,2020-03-19 19:52:17,March,1
59,1240727817555447808,"RT @iam_erhnehst: Everything was fine in the world until Liverpool decided to take the premier league title 😩💔😂
Kobe died😩
World war 3
Coro…",0.4166666666666667,2020-03-19 19:52:17,March,2
60,1240727817626750977,"RT @MiracleShadrack: My hand after washing it 20 times today 😣😣

   Look at what corona has cause😷😭😭
        
Bomboclaat https://t.co/zToIS…",0.0,2020-03-19 19:52:17,March,1
61,1240727817836519427,RT @dibindots: smoke break? unless you got corona stay backkkkk,0.0,2020-03-19 19:52:18,March,1
62,1240727817849114624,"@JahmalUsen What's the problem?
What are you going through? 
You can talk to me. 
You can't commit suicide in this… https://t.co/orSyqMy1Fv",0.0,2020-03-19 19:52:18,March,1
63,1240727818755100673,this quarantine has kicked my depression up a couple notches thanks to my work and routine being void now and im ef… https://t.co/n50iQ3mSef,0.4,2020-03-19 19:52:18,March,2
64,1240727818675331074,RT @goodbeanaltalt: holy shit I hate every person in this video,-0.5,2020-03-19 19:52:18,March,0
65,1240727818826215424,RT @LetsWeeb: Weebs be sitting at home tweeting about the corona but watch anime on illegal sites. Mfs worried about the wrong virus,-0.5,2020-03-19 19:52:18,March,0
66,1240727818880745472,"RT @PatPenn2: 🚨Bill Hemmer,on Fox,just had a Doctor on that said Corona can be stopped within 2 weeks with Chloroquine.Hemmer was shocked &amp;…",-0.7,2020-03-19 19:52:18,March,0
67,1240727819119968256,RT @chandlerriggs: here’s a deleted scene from TWD’s special on corona virus https://t.co/qGuSfyjpK5,0.35714285714285715,2020-03-19 19:52:18,March,2
68,1240727819094802433,RT @bIondiewasabi: this man’s piss could stop corona,0.0,2020-03-19 19:52:18,March,1
69,1240727819300323329,"RT @ioproducer: There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…",-0.3528571428571429,2020-03-19 19:52:18,March,0
70,1240727819472297987,RT @pokershash: Media reports saying that a BJP ‘activist’ has been arrested for selling Cow Urine in West Bengal. But in this video you ca…,-0.13333333333333333,2020-03-19 19:52:18,March,0
71,1240727819837202439,"RT @jabinbotsford: Close up of President @realDonaldTrump notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…",0.0,2020-03-19 19:52:18,March,1
72,1240727820126560256,RT @_Dillionnn: When this Corona shit passes we have to promise each other that we’re going to tell our kids that we survived a zombie apoc…,-0.1625,2020-03-19 19:52:18,March,0
73,1240727820155920387,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",0.5,2020-03-19 19:52:18,March,2
74,1240727820332138502,RT @MakedaMorrison: Day 5: We have rediscovered farming,0.0,2020-03-19 19:52:18,March,1
75,1240727820499812352,"RT @ioproducer: There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…",-0.3528571428571429,2020-03-19 19:52:18,March,0
76,1240727820629946368,RT @MakedaMorrison: Day 5: We have rediscovered farming,0.0,2020-03-19 19:52:18,March,1
77,1240727820713766916,"RT @jbarro: Among other things, what this shows is they're using the term ""the coronavirus"" internally like everyone else and are throwing…",-0.0625,2020-03-19 19:52:18,March,0
78,1240727820940251141,Aha. Knew it. Another hidden family issue will be an explosion of credit card debt. https://t.co/9lRUb9bZXK,-0.16666666666666666,2020-03-19 19:52:18,March,0
79,1240727821028405249,RT @ebs_the_great: A lot of you would actually benefit from taking a good look introspectively at your issues with women. This is just gros…,0.35,2020-03-19 19:52:18,March,2
80,1240727821497982977,"RT @jabinbotsford: Close up of President @realDonaldTrump notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…",0.0,2020-03-19 19:52:18,March,1
81,1240727821414273027,"RT @jbarro: Among other things, what this shows is they're using the term ""the coronavirus"" internally like everyone else and are throwing…",-0.0625,2020-03-19 19:52:18,March,0
82,1240727821661556736,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",0.5,2020-03-19 19:52:18,March,2
83,1240727821737029632,"RT @mvmeet: Liberals, seculars, feminists &amp; Congress were shouting that China handled Corona well, but not Modi govt

They never say that I…",0.0,2020-03-19 19:52:18,March,1
84,1240727821753950210,"RT @ioproducer: There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…",-0.3528571428571429,2020-03-19 19:52:18,March,0
85,1240727821812559872,@TheEllenShow Stay safe. Will you do any show in India once Corona shit is over? ❤️,0.15,2020-03-19 19:52:18,March,2
86,1240727821238108160,RT @MLKChefLean: Sharing this because corona  https://t.co/ofBDQE58RJ,0.0,2020-03-19 19:52:18,March,1
87,1240727821829300225,RT @zairfulradzuan: everyone coming out of corona as barista,0.0,2020-03-19 19:52:18,March,1
88,1240727821825323013,RT @Simon_Nixon: It’s increasingly hard to avoid the conclusion that Britain’s failure to scale up testing is a result of the government’s…,-0.3041666666666667,2020-03-19 19:52:18,March,0
89,1240727821883830272,"RT @ARanganathan72: Many mocking him but he hasn't said anything preposterous. No link of Vitamin D with Corona, and his comment must not b…",0.5,2020-03-19 19:52:19,March,2
90,1240727822089351168,RT @SamKhan999: Seriously you calling Americans Stupid? And you come from a country where large number of people are prescribing cow urine…,-0.2630952380952381,2020-03-19 19:52:19,March,0
91,1240727822680961025,"RT @NewYorkStateAG: This. Is. Unacceptable.
 
I will continue to remind my fellow New Yorkers that this kind of bigoted behavior will NOT b…",0.36818181818181817,2020-03-19 19:52:19,March,2
92,1240727822768861184,"I almost bought one yesterday, but to get a single it had to be in a can. And I promoted the improved version of my… https://t.co/rG2XUeGerB",-0.07142857142857142,2020-03-19 19:52:19,March,0
93,1240727822924218368,RT @nicolebyer: Everyone in this looks sick,-0.7142857142857143,2020-03-19 19:52:19,March,0
94,1240727823003930627,WHAT A FUCKING LIBERTY! https://t.co/fCbYdpznnk,-0.75,2020-03-19 19:52:19,March,0
95,1240727822861303808,RT @goodbeanaltalt: holy shit I hate every person in this video,-0.5,2020-03-19 19:52:19,March,0
96,1240727823020486656,RT @MakedaMorrison: Day 5: We have rediscovered farming https://t.co/tTrScYz6js,0.0,2020-03-19 19:52:19,March,1
97,1240727823108669440,Please stop blaming Millennials for something stupid said by a Z Generation kid. Also don't blame all Z Generation… https://t.co/pMZYBdlrRt,-0.6,2020-03-19 19:52:19,March,0
98,1240727823318265857,@Ken_Matt3 Might as well call me Corona Key at this point 😂💀,0.0,2020-03-19 19:52:19,March,1
99,1240727823628865537,"Lowkey @NetflixIndia should start giving free subscriptions to keep people inside.

I'm just saying tho.🙆🏻‍♂️😊
#corona",0.4,2020-03-19 19:52:19,March,2
100,1240727823884660736,RT @goodbeanaltalt: holy shit I hate every person in this video,-0.5,2020-03-19 19:52:19,March,0
101,1240727823951613953,"RT @aaronneedshelp: my last white blood cell challenging corona to a dance battle for the fate for my body
https://t.co/gdIpoKQoZB",0.16666666666666666,2020-03-19 19:52:19,March,2
102,1240727823830130688,That Indian corona music video is killing me😂,0.0,2020-03-19 19:52:19,March,1
103,1240727824081747969,RT @AyoBankole: The hard part is that Nigeria isn’t wired to lock down. Majority workers are in the informal space &amp; poor. The formal secto…,-0.28240740740740744,2020-03-19 19:52:19,March,0
104,1240727824228646914,"RT @MollyJongFast: Trump is trying to distract you from his incompetence with his racism, don’t let him.",0.0,2020-03-19 19:52:19,March,1
105,1240727824358682624,RT @goodbeanaltalt: holy shit I hate every person in this video,-0.5,2020-03-19 19:52:19,March,0
106,1240727824731955201,RT @chandlerriggs: here’s a deleted scene from TWD’s special on corona virus https://t.co/qGuSfyjpK5,0.35714285714285715,2020-03-19 19:52:19,March,2
107,1240727824497082373,RT @1DJFirstClass: Me &amp; My Niggas Walking In The Club After The Corona Epidemic End https://t.co/UvCiTK51uG,0.0,2020-03-19 19:52:19,March,1
108,1240727824715128832,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",0.5,2020-03-19 19:52:19,March,2
109,1240727825054924800,RT @PragObots: Trump is racist.,0.0,2020-03-19 19:52:19,March,1
110,1240727825239420929,RT @MakedaMorrison: Day 5: We have rediscovered farming,0.0,2020-03-19 19:52:19,March,1
111,1240727825339932677,RT @TimMurtaugh: POTUS edits the copy for accuracy.,0.0,2020-03-19 19:52:19,March,1
112,1240727825696645120,RT @toriarenee_: This is for CORONA  you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your tri…,-0.3333333333333333,2020-03-19 19:52:19,March,0
113,1240727825533087745,Will I ever graduate? First strike and now corona? I’m livid https://t.co/uqL6MASRMZ,0.25,2020-03-19 19:52:19,March,2
114,1240727825877008384,RT @BrettSVergara: I’m setting JoJo’s Corona PSA song as my new ringtone https://t.co/sWPUmqMjjj,0.13636363636363635,2020-03-19 19:52:19,March,2
115,1240727825730211843,"RT @AbhishBanerj: Tweet from Jan 14.

Chinese authorities concluded that there is no evidence of human to human transmission of Wuhan Coron…",0.0,2020-03-19 19:52:19,March,1
116,1240727825839161345,RT @MakedaMorrison: Day 5: We have rediscovered farming,0.0,2020-03-19 19:52:19,March,1
117,1240727825981698048,"RT @mrbeefy_jr: Yea guys as y'all go day to day wondering when the next Corona case will pop up and where, remember a wise man once said ht…",0.35,2020-03-19 19:52:19,March,2
118,1240727826661363712,"RT @cara_esche: hi all, just wanted to send out a quick update. no! i do not have corona! however! every other second i think that i do! &amp;…",0.17534722222222218,2020-03-19 19:52:20,March,2
119,1240727826644570113,"RT @mirabel_lez: China doing the most to eradicate this Corona virus. 👏👏👏

Watch and retweet 

https://t.co/ydaVb6MN8C",0.5,2020-03-19 19:52:20,March,2
120,1240727826799656960,RT @StaticBlck: If corona don’t take me out then boredom will,0.0,2020-03-19 19:52:20,March,1
121,1240727826954928128,"RT @jabinbotsford: Close up of President @realDonaldTrump notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…",0.0,2020-03-19 19:52:20,March,1
122,1240727826917097473,RT @Biancaixvi: Corona day 3: it just feels like Sunday again and...again,0.0,2020-03-19 19:52:20,March,1
123,1240727826917195776,RT @_Dillionnn: When this Corona shit passes we have to promise each other that we’re going to tell our kids that we survived a zombie apoc…,-0.1625,2020-03-19 19:52:20,March,0
124,1240727827172990976,RT @MakedaMorrison: Day 5: We have rediscovered farming,0.0,2020-03-19 19:52:20,March,1
125,1240727827479031808,no offense but y'all are stupid and weird looking mofos https://t.co/SxEkwhf84f,-0.6499999999999999,2020-03-19 19:52:20,March,0
126,1240727827667877894,this lot have about 8 brain cells between them https://t.co/U6S2sSPhbH,0.0,2020-03-19 19:52:20,March,1
127,1240727827915341825,RT @toriarenee_: This is for CORONA  you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your tri…,-0.3333333333333333,2020-03-19 19:52:20,March,0
128,1240727827999117312,"RT @natb201: if corona has your gym closed then try my home workouts sis, you can grow your bum from home x https://t.co/FRyS2jcm4P",-0.1,2020-03-19 19:52:20,March,0
129,1240727827965562880,RT @Stout97_: 2 weeks? it’s a fucking global pandemic not a hamstring strain.,0.0,2020-03-19 19:52:20,March,1
130,1240727827823157253,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",0.5,2020-03-19 19:52:20,March,2
131,1240727827894480897,RT @nicolebyer: Everyone in this looks sick,-0.7142857142857143,2020-03-19 19:52:20,March,0
132,1240727828066336768,"RT @TheWorldPost: Master confectioner Torsten Roth presents his so-called ""corona antibody pralines"" at the Roth Bakery in Erfurt, Germany…",0.0,2020-03-19 19:52:20,March,1
133,1240727828074725377,"Well guess I can't get Animal Crossing anymore.
My mom isn't letting me leave the house and is acting like we're be… https://t.co/6EUjZhgvDl",0.09666666666666664,2020-03-19 19:52:20,March,2
134,1240727828007718912,RT @hey_ciara: Me once I touch down on my first trip post-corona  https://t.co/5W0uK2qVXD,0.04722222222222221,2020-03-19 19:52:20,March,2
135,1240727828192247808,RT @toriarenee_: This is for CORONA  you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your tri…,-0.3333333333333333,2020-03-19 19:52:20,March,0
136,1240727828267765760,"RT @TimothyNoah1: I just asked a DC cop what he’s noticed since the coronavirus sent people home. “More domestic violence,” he said, withou…",0.25,2020-03-19 19:52:20,March,2
137,1240727828305448960,"RT @cycledtech: Stay safe with these Corona Virus tips! 

We strongly urge everyone to take these precautionary methods to ensure their saf…",0.5291666666666667,2020-03-19 19:52:20,March,2
138,1240727828313903104,"If things keep going the way they are I’m gonna need to start calling it the “but trump says it’s not a big deal, l… https://t.co/mek2vUJqtX",-0.4,2020-03-19 19:52:20,March,0
139,1240727828607512579,"RT @BardsOfWar: China Virus.

China played the first hand. 
Trump is about to destroy them.

""War-like"" Posture:
State of Emergency. 
Trave…",0.025,2020-03-19 19:52:20,March,2
140,1240727828615880706,RT @MakedaMorrison: Day 5: We have rediscovered farming,0.0,2020-03-19 19:52:20,March,1
141,1240727828875956232,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",0.5,2020-03-19 19:52:20,March,2
142,1240727828989202437,RT @jhaushofer: Please RT: A team of researchers is looking for volunteers to translate a survey on Corona (1300 words) into many languages…,0.5,2020-03-19 19:52:20,March,2
143,1240727828989165571,Putting a new twist on a classic for the greater good. A queen. https://t.co/dAcOj6yCh9,0.3757575757575757,2020-03-19 19:52:20,March,2
144,1240727829404438529,"RT @jbarro: Among other things, what this shows is they're using the term ""the coronavirus"" internally like everyone else and are throwing…",-0.0625,2020-03-19 19:52:20,March,0
145,1240727829525954560,@atensnut Target needs to take out the trash if they want Americans to spend their corona money at Target..or tarja… https://t.co/TLeaIGMFwx,-0.14791666666666667,2020-03-19 19:52:20,March,0
146,1240727829668560903,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",0.5,2020-03-19 19:52:20,March,2
147,1240727829668450305,RT @MakedaMorrison: Day 5: We have rediscovered farming,0.0,2020-03-19 19:52:20,March,1
148,1240727829568000000,RT @MakedaMorrison: Day 5: We have rediscovered farming,0.0,2020-03-19 19:52:20,March,1
149,1240727830335565825,RT @MakedaMorrison: Day 5: We have rediscovered farming,0.0,2020-03-19 19:52:21,March,1
150,1240727830582853632,we are with you modiji for fight to corona.,0.0,2020-03-19 19:52:21,March,1
151,1240727830545252352,"RT @jabinbotsford: Close up of President @realDonaldTrump notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…",0.0,2020-03-19 19:52:21,March,1
152,1240727830410952704,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",0.5,2020-03-19 19:52:21,March,2
153,1240727830486532096,RT @People4Bernie: Despicable behavior https://t.co/vZKXRGhMdJ,0.0,2020-03-19 19:52:21,March,1
154,1240727830725423105,@TravelGov Who here has corona?  Who knows anyone that has it?  Just wondering.,0.0,2020-03-19 19:52:21,March,1
155,1240727830671110150,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",0.5,2020-03-19 19:52:21,March,2
156,1240727830838874118,"RT @Siya_Dlaminii: 😂😂😂 I love my country, but how did we get here😂? https://t.co/KHshfVTwon",0.5,2020-03-19 19:52:21,March,2
157,1240727830893416449,RT @TrueNewsNG: President Muhammadu Buhari has directed a repositioning of the economy to mitigate global effect of the Corona Virus in Nig…,0.0,2020-03-19 19:52:21,March,1
158,1240727830998265858,RT @bIondiewasabi: this man’s piss could stop corona,0.0,2020-03-19 19:52:21,March,1
159,1240727831254126592,Corona has become something else Ugandan airport has misunderstood everything now extorting money from pple no wonder,0.0,2020-03-19 19:52:21,March,1
160,1240727831568678912,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",0.5,2020-03-19 19:52:21,March,2
161,1240727831962882049,"RT @Public_Citizen: Any company that continues to deny their workers paid sick leave is a danger to the American public.
https://t.co/rsT5m…",-0.2380952380952381,2020-03-19 19:52:21,March,0
162,1240727832663212032,"RT @jabinbotsford: Close up of President @realDonaldTrump notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…",0.0,2020-03-19 19:52:21,March,1
163,1240727832550088710,RT @goodbeanaltalt: holy shit I hate every person in this video,-0.5,2020-03-19 19:52:21,March,0
164,1240727832818413568,"RT @no_silenced: This is actually the most important time in our Country to begin Mass Deportations

We need our Medical Industry for Ameri…",0.225,2020-03-19 19:52:21,March,2
165,1240727833057488896,RT @PseudoHeuristic: @baddestmamajama @ImpPoster Bloomberg shelled out $50 mil for corona aid..... and $500 mil for a purely pride stroking…,0.21428571428571427,2020-03-19 19:52:21,March,2
166,1240727833082826752,"RT @jbarro: Among other things, what this shows is they're using the term ""the coronavirus"" internally like everyone else and are throwing…",-0.0625,2020-03-19 19:52:21,March,0
167,1240727833103622144,RT @bIondiewasabi: this man’s piss could stop corona,0.0,2020-03-19 19:52:21,March,1
168,1240727833091153922,This guy is a dangerous fucking moron https://t.co/1VBKUzvLkn,-0.7,2020-03-19 19:52:21,March,0
169,1240727833061842946,"Seriously, how dumb can you be??? #facepalm https://t.co/cn0u9BXXP0",-0.35416666666666663,2020-03-19 19:52:21,March,0
170,1240727833263177729,@frankienbennys are all branches shutting due to corona or just those you planned to close by end of year?,-0.125,2020-03-19 19:52:21,March,0
171,1240727833506385921,RT @Weinsteinlaw: There has never been a president less equipped to meet the moment than @realDonaldTrump. It’s time for leaders from both…,-0.16666666666666666,2020-03-19 19:52:21,March,0
172,1240727833778900992,"RT @ErikSolheim: Wow!
How China brought new corona virus cases from 15000 mid February to 1 new yesterday. Extremely aggressive and vigilan…",0.054545454545454536,2020-03-19 19:52:21,March,2
173,1240727833800052736,RT @DineshDSouza: The political incorrectness of @realDonaldTrump is one of his most endearing qualities https://t.co/g0011h78fM,0.3333333333333333,2020-03-19 19:52:21,March,2
174,1240727833867161601,before corona vs everyone during the lockdown https://t.co/uCLTV5Xeo0,0.0,2020-03-19 19:52:21,March,1
175,1240727834106134535,RT @Stout97_: 2 weeks? it’s a fucking global pandemic not a hamstring strain.,0.0,2020-03-19 19:52:21,March,1
