tweet_id,created_at,text,sentiment,month,classes
1.26E+18,Sat May 02 00:58:59 +0000 2020,"RT @RealCandaceO: To all of you frauds who claimed shutting down the nation was about helping the “front line” doctors and nurses.

Now tho…",0,May,1
1.26E+18,Sat May 02 00:58:58 +0000 2020,"RT @AirportWebcams: BREAKING: Rolls-Royce Holdings to cut nearly 8,000 jobs (15% of its 52,000 workforce), according to the Financial Times…",0.05,May,2
1.26E+18,Sat May 02 00:58:57 +0000 2020,"RT @hermosa_slim: Due to #COVID19 aka #Coronavirus Ill be sending the first 900 people to like &amp; retweet this $300 -$1500 through CashApp,…",-0.125,May,0
1.26E+18,Sat May 02 00:58:55 +0000 2020,"RT @RealCandaceO: To all of you frauds who claimed shutting down the nation was about helping the “front line” doctors and nurses.

Now tho…",0,May,1
1.26E+18,Sat May 02 00:58:54 +0000 2020,"RT @Ruptly: Dozens of vehicles take part in demo demanding government aid to #PuertoRico amid #coronavirus pandemic
#USA https://t.co/F9OHO…",0,May,1
1.26E+18,Sat May 02 00:58:53 +0000 2020,"RT @channylove123: Due to #COVID19 aka #Coronavirus Ill be sending the first 900 people to like &amp; retweet this $300 -$1500 through CashApp,…",-0.125,May,0
1.26E+18,Sat May 02 00:58:52 +0000 2020,"#DataScience context is the key
#coronavirus
https://t.co/w1WpVQ4UWX",0,May,1
1.26E+18,Sat May 02 00:58:51 +0000 2020,"RT @RightWingLawMan: Governor Gavin Newsome Just Sent in His Brown Coats!👇😤

The re-open California protest was just met with the arrests o…",0,May,1
1.26E+18,Sat May 02 00:58:50 +0000 2020,"RT @RBruceAllRighty: The Federal $$ paid for #coronavirus patients has turned the data into a joke.

Every cold &amp; every death is recorded a…",-0.6,May,0
1.26E+18,Sat May 02 00:58:49 +0000 2020,RT @CaseyJBortnick: .@markpoloncarz is reporting 13 new #Coronavirus related deaths in #ErieCounty. The death toll is now up to 283. The of…,0.068181818,May,2
1.26E+18,Sat May 02 00:58:48 +0000 2020,RT @rapplerdotcom: Results show promising leads and a whole new way to fight COVID-19. #coronavirus  https://t.co/1PZnQp0Xez,0.178787879,May,2
1.26E+18,Sat May 02 00:58:47 +0000 2020,"RT @bbcworldservice: This nine-year-old Kenyan inventor has come up with an ingenious way to wash his hands, and reduce the spread of the #…",0.5,May,2
1.26E+18,Sat May 02 00:58:46 +0000 2020,"#Coronavirus update today: Preparing for two more years, #remdesivir approved  https://t.co/14b8FOS7Mx",0,May,1
1.26E+18,Sat May 02 00:58:45 +0000 2020,RT @NHKWORLD_News: Japanese idol Hirano Sho (King &amp; Prince) urges you to do your part in supporting medical workers fighting against the #c…,0.083333333,May,2
1.26E+18,Sat May 02 00:58:44 +0000 2020,RT @BillieJeanKing: .@ilanakloss and I went for a walk tonight and we passed by one of the many hospitals overwhelmed with #coronavirus pat…,0.5,May,2
1.26E+18,Sat May 02 00:58:43 +0000 2020,"COVID-ALERT: NBA memo ask teams not to test every player for
coronavirus - Global Pandemic News | #Coronavirus… https://t.co/MUytjKpS01",0,May,1
1.26E+18,Sat May 02 00:58:42 +0000 2020,RT @GrahamLedger: Tonight: Governor #GavinNewsom issues another edict threatening our civil #liberties in the name of #coronavirus safety.…,0,May,1
1.26E+18,Sat May 02 00:58:41 +0000 2020,"RT @LotusOak2: #Coronavirus concerned? It's good idea to stay far away from #FluShot.

When will #DoctorsSpeakUp &amp; #NursesSpeakUp that #Flu…",0.4,May,2
1.26E+18,Sat May 02 00:58:40 +0000 2020,"Dear diary, this was the social distancing line at #WholeFoods ... I get it but I have up!!! #coronavirus https://t.co/jRjPQAYqv3",0.033333333,May,2
1.26E+18,Sat May 02 00:58:39 +0000 2020,"RT @MiguelCalabria3: People under lockdown are showing their gratitude to front-line healthcare workers worldwide by applauding them.

#cor…",0,May,1
1.26E+18,Sat May 02 00:58:38 +0000 2020,"RT @michaeljohns: Another #Democrat governor praises @realDonaldTrump's national leadership on #coronavirus:

https://t.co/zzMiGV5H6g

#Tea…",0,May,1
1.26E+18,Sat May 02 00:58:37 +0000 2020,STONGEST 5 YEAR OLD IN SOUTH AFRICA #MayDay2020 #coronavirus #gymlife https://t.co/H3IWYHrLlC,0.1,May,2
1.26E+18,Sat May 02 00:58:36 +0000 2020,RT @RepGosar: The Wuhan #coronavirus won’t stop us from building the wall! #BuildTheWall https://t.co/eu9OiFH8Nf,0,May,1
1.26E+18,Sat May 02 00:58:35 +0000 2020,"RT @RealCandaceO: To all of you frauds who claimed shutting down the nation was about helping the “front line” doctors and nurses.

Now tho…",0,May,1
1.26E+18,Sat May 02 00:58:34 +0000 2020,"RT @bbcworldservice: This nine-year-old Kenyan inventor has come up with an ingenious way to wash his hands, and reduce the spread of the #…",0.5,May,2
1.26E+18,Sat May 02 00:58:33 +0000 2020,RT @RepGosar: The Wuhan #coronavirus won’t stop us from building the wall! #BuildTheWall https://t.co/eu9OiFH8Nf,0,May,1
1.26E+18,Sat May 02 00:58:32 +0000 2020,"RT @CharlesRaven8: Care to answer this @realDonaldTrump ???

After all you gave 16 Billion to Animal AG.

#ClimateChange #Covid_19 #FridayT…",0,May,1
1.26E+18,Sat May 02 00:58:31 +0000 2020,"RT @RealCandaceO: To all of you frauds who claimed shutting down the nation was about helping the “front line” doctors and nurses.

Now tho…",0,May,1
1.26E+18,Sat May 02 00:58:30 +0000 2020,"RT @DrRobDavidson: As an ER doc in Michigan seeing @realdonaldtrump encourage protestors in our capital, I'm deeply concerned about the imp…",0,May,1
1.26E+18,Sat May 02 00:58:29 +0000 2020,"RT @RealCandaceO: To all of you frauds who claimed shutting down the nation was about helping the “front line” doctors and nurses.

Now tho…",0,May,1
1.26E+18,Sat May 02 00:58:27 +0000 2020,RT @LFPress: Column: Food gardens seem poised for a big comeback https://t.co/WYUeV6ie8Q #coronavirus #ldnont,0,May,1
1.26E+18,Sat May 02 00:58:26 +0000 2020,"RT @zeusFanHouse: AG #Barr: It’s Time to Roll Back #Coronavirus #Restrictions Imposed by State&amp;Local Govts VIDEO

#Democrat governors r not…",0,May,1
1.26E+18,Sat May 02 00:58:25 +0000 2020,"RT @RealCandaceO: To all of you frauds who claimed shutting down the nation was about helping the “front line” doctors and nurses.

Now tho…",0,May,1
1.26E+18,Sat May 02 00:58:24 +0000 2020,RT @KimGuim: The latest on #coronavirus out of Riverside County from @rmhagen @pressenterprise https://t.co/nv7CIcW2Xs,0.5,May,2
1.26E+18,Sat May 02 00:58:23 +0000 2020,"RT @RightWingLawMan: Governor Gavin Newsome Just Sent in His Brown Coats!👇😤

The re-open California protest was just met with the arrests o…",0,May,1
1.26E+18,Sat May 02 00:58:22 +0000 2020,RT @B52Malmet: Legacy: The 3rd president to be impeached. The most lies ever told by a sitting president.* The biggest national debt. The m…,0,May,1
1.26E+18,Sat May 02 00:58:21 +0000 2020,"RT @GHS: Today's #COVID19 situation report from @WHO (1 May):

-84,771 new confirmed cases &amp; 6,403 deaths in last 24 hrs 🌍

-Comoros 🇰🇲 &amp; T…",0.178787879,May,2
1.26E+18,Sat May 02 00:58:20 +0000 2020,RT @BasedPoland: The #Coronavirus outbreak was slow to start in Russia but now it looks very bad. More than 7000 new infections today. More…,-0.090909091,May,0
1.26E+18,Sat May 02 00:58:19 +0000 2020,"RT @RealCandaceO: To all of you frauds who claimed shutting down the nation was about helping the “front line” doctors and nurses.

Now tho…",0,May,1
1.26E+18,Sat May 02 00:58:18 +0000 2020,"RT @AFP: Hong Kong democracy protesters plan multiple flashmob rallies today, defying restrictions on gatherings during the #coronavirus pa…",0,May,1
1.26E+18,Sat May 02 00:58:17 +0000 2020,RT @AmericaInvests: #PrivateEquity is rising to the challenge to fight the #Coronavirus. @TheBentleyLabs converted its cosmetics plant to m…,0,May,1
1.26E+18,Sat May 02 00:58:16 +0000 2020,"RT @FatEmperor: #Coronavirus #Sweden #Scientific #Survey
I hugely value life, and have been hoping Swedish government is correct - but so h…",0.4,May,2
1.26E+18,Sat May 02 00:58:15 +0000 2020,"RT @RealCandaceO: To all of you frauds who claimed shutting down the nation was about helping the “front line” doctors and nurses.

Now tho…",0,May,1
1.26E+18,Sat May 02 00:58:14 +0000 2020,"RT @rkhamsi: 📣I wrote about @scite, a startup with a web plug-in that reveals how well a study is supported (or how much it is contradicted…",0.2,May,2
1.26E+18,Sat May 02 00:58:13 +0000 2020,"RT @CIDRAP: More than 4,000 US meatpacking workers have #COVID19 https://t.co/0SqSLrmNxE #Coronavirus #Pandemic https://t.co/8K2qImJPcA",0.5,May,2
1.26E+18,Sat May 02 00:58:12 +0000 2020,"RT @RightWingLawMan: Governor Gavin Newsome Just Sent in His Brown Coats!👇😤

The re-open California protest was just met with the arrests o…",0,May,1
1.26E+18,Sat May 02 00:58:11 +0000 2020,"After locking down billions of people around the world to minimize spread #coronavirus through countries, governmen… https://t.co/PnKtciJa3q",0,May,1
1.26E+18,Sat May 02 00:58:10 +0000 2020,"Yeah......no.

Maybe you should just sit this one out, Hanoi Jane.

#JaneFonda Demands #Coronavirus Recovery Money… https://t.co/aqJILiWfDZ",0,May,1
1.26E+18,Sat May 02 00:58:09 +0000 2020,"RT @Lj4CONGRESS: In a City with almost a Million Residents, rising CRIME and UNEMPLOYMENT; plus, 990 confirmed #Coronavirus cases we need m…",0.4,May,2
1.26E+18,Sat May 02 00:58:08 +0000 2020,"@ethicalpsycholo LOWEST #coronavirus mortality rate in Europe (&gt;1k cases) 22:45 1/5: (rank by cases), cases, deaths… https://t.co/9Onv1jGSH8",-0.8,May,0
1.26E+18,Sat May 02 00:58:07 +0000 2020,"Alberta has 218 new infections, 3 more deaths. Klueless Kenney is going to open Alberta wide by mid-May. 

Don't le… https://t.co/dawL5Ot5Ya",0.012121212,May,2
1.26E+18,Sat May 02 00:58:06 +0000 2020,RT @TeamTrump: BREAKING: President @realDonaldTrump says the FDA has authorized the use of Remdesivir to treat #Coronavirus patients https:…,0,May,1
1.26E+18,Sat May 02 00:58:05 +0000 2020,"RT @RealCandaceO: Things that were consider “conspiracy theories” a month ago, that are now verified facts. 

1) People that were never tes…",0,May,1
1.26E+18,Sat May 02 00:58:04 +0000 2020,"RT @ZKhanOfficial: #BREAKING: #UAE - Abu Dhabi Stem Cell Center Develops ‘PROMISING’ new #coronavirus TREATMENT.

#COVIDー19 https://t.co/l2…",0.078787879,May,2
1.26E+18,Sat May 02 00:58:03 +0000 2020,RT @EliseErosenb827: @Yamiche @ateacher97 How much more must we endure of the Trump/administration blocking the truth re: #coronavirus  by…,0.2,May,2
1.26E+18,Sat May 02 00:58:02 +0000 2020,"RT @luissinco: Proponents of #reopening the economy protest at #LA  City Hall on Friday, demanding that Gov. Gavin Newsom lift stay-at-home…",0,May,1
1.26E+18,Sat May 02 00:58:01 +0000 2020,Every. Word. Is. A. Lie. #TrumpLiesAmericansDie #Trumpdemic #coronavirus https://t.co/11HiCs9f1V,0,May,1
1.26E+18,Sat May 02 00:58:00 +0000 2020,RT @Carolyn_Cole: No #SocialDistanacing going on at #CA rally to end #Coronavirus shutdown. ⁦@latimes⁩ https://t.co/SKpxZLikCA,0,May,1
1.26E+18,Sat May 02 00:57:59 +0000 2020,"RT @RealCandaceO: Things that were consider “conspiracy theories” a month ago, that are now verified facts. 

1) People that were never tes…",0,May,1
1.26E+18,Sat May 02 00:57:58 +0000 2020,The #Coronavirus outbreak was slow to start in Russia but now it looks very bad. More than 7000 new infections toda… https://t.co/2XERjCUK6w,-0.090909091,May,0
1.26E+18,Sat May 02 00:57:57 +0000 2020,"RT @RealCandaceO: To all of you frauds who claimed shutting down the nation was about helping the “front line” doctors and nurses.

Now tho…",0,May,1
1.26E+18,Sat May 02 00:57:56 +0000 2020,"RT @PardueSuzanne: “Music can heal the wounds
that medicine cannot touch.”

- Debasish Mridha

Lucia Micarelli, violinist 
“Gabriel’s Oboe”…",0,May,1
1.26E+18,Sat May 02 00:57:55 +0000 2020,RT @washdems: This is what happens when extremist Republicans turn following public health advice into a partisan issue for their own polit…,0,May,1
1.26E+18,Sat May 02 00:57:54 +0000 2020,"RT @RealCandaceO: To all of you frauds who claimed shutting down the nation was about helping the “front line” doctors and nurses.

Now tho…",0,May,1
1.26E+18,Sat May 02 00:57:53 +0000 2020,"RT @RealCandaceO: To all of you frauds who claimed shutting down the nation was about helping the “front line” doctors and nurses.

Now tho…",0,May,1
1.26E+18,Sat May 02 00:57:52 +0000 2020,"“Moral Lesson We All Should Learn from the #coronavirus #pandemic By Jerry Locula

In this #capitalist and… https://t.co/HMgAZ6SDpr",0,May,1
1.26E+18,Sat May 02 00:57:51 +0000 2020,"RT @RealCandaceO: Things that were consider “conspiracy theories” a month ago, that are now verified facts. 

1) People that were never tes…",0,May,1
1.26E+18,Sat May 02 00:57:50 +0000 2020,"RT @RealCandaceO: To all of you frauds who claimed shutting down the nation was about helping the “front line” doctors and nurses.

Now tho…",0,May,1
1.26E+18,Sat May 02 00:57:49 +0000 2020,"RT @NAACPAtlanta: During the #Coronavirus Pandemic, this young man was killed and his family is demanding justice. #IRunwithAhmaud

In the…",-0.05,May,0
1.26E+18,Sat May 02 00:57:48 +0000 2020,"RT @michaeljohns: Another #Democrat governor praises @realDonaldTrump's national leadership on #coronavirus:

https://t.co/zzMiGV5H6g

#Tea…",0,May,1
1.26E+18,Sat May 02 00:57:47 +0000 2020,"RT @CFCDirector: I'm sick and tired of the excuses not to wear a mask. Wear one for those that are immunocompromised. For some, getting cov…",-0.557142857,May,0
1.26E+18,Sat May 02 00:57:46 +0000 2020,"RT @BelTel: Live updates: Another 87 patients have tested positive for Covid-19, bringing the total number of cases in Northern Ireland to…",0.121212121,May,2
1.26E+18,Sat May 02 00:57:45 +0000 2020,Jake &amp; Mari Chat about Corona Virus News #coronavirus https://t.co/3pFyZ7oC6N #wtfsky,0,May,1
1.26E+18,Sat May 02 00:57:44 +0000 2020,"RT @burgessct: My thoughts, as US surpasses 1M #COVID infected &amp; 63K dead, #CHINA takes a propaganda shot at the US via their @LEGO_Group a…",-0.15,May,0
1.26E+18,Sat May 02 00:57:43 +0000 2020,Sounds about right. #COVID__19 #covid19 #coronavirus #MEMES https://t.co/Ovs91WKxkK,0.285714286,May,2
1.26E+18,Sat May 02 00:57:42 +0000 2020,"RT @RealCandaceO: To all of you frauds who claimed shutting down the nation was about helping the “front line” doctors and nurses.

Now tho…",0,May,1
1.26E+18,Sat May 02 00:57:41 +0000 2020,"RT @maringov: The status update for April 30, 2020 includes updated Marin #COVID19  activity and a video update about COVID-19 supportive s…",0.5,May,2
1.26E+18,Sat May 02 00:57:40 +0000 2020,RT @NeuroscienceNew: Researchers have identified the structural basis for SARS-CoV-2 inhibition by the drug Remdesivir. Findings reveal a p…,0,May,1
1.26E+18,Sat May 02 00:57:39 +0000 2020,RT @TomFitton: Incredible. Mueller prosecutor who tried to put Stone in jail longer than the law requires is still harassing innocents caug…,0.4,May,2
1.26E+18,Sat May 02 00:57:38 +0000 2020,RT @RepGosar: The Wuhan #coronavirus won’t stop us from building the wall! #BuildTheWall https://t.co/eu9OiFH8Nf,0,May,1
1.26E+18,Sat May 02 00:57:36 +0000 2020,RT @AustrianCenter: How does society function in times of #Coronavirus? Join us as we discuss this with @jeffreyatucker from @aier this upc…,0,May,1
1.26E+18,Sat May 02 00:57:35 +0000 2020,"#Trump Gets #Coronavirus Tests While #Senators Wait.
Ok #POTUS, there's business to be done and you and #Pence shou… https://t.co/6OGqu8UtrP",0.5,May,2
1.26E+18,Sat May 02 00:57:34 +0000 2020,"RT @SteveDeaceShow: At the conclusion of April we know these 4 #coronavirus certainties:

1) The models we based public policy on sucked.
2…",0,May,1
1.26E+18,Sat May 02 00:57:33 +0000 2020,"RT @michaeljohns: Another #Democrat governor praises @realDonaldTrump's national leadership on #coronavirus:

https://t.co/zzMiGV5H6g

#Tea…",0,May,1
1.26E+18,Sat May 02 00:57:32 +0000 2020,"RT @grantstern: See?

Major networks made the choice to #StopAiringTrump's vapid press rallies and now he's spending money on paid media fo…",-0.11875,May,0
1.26E+18,Sat May 02 00:57:31 +0000 2020,"RT @LibertyTree_H2O: PROTEST of Unconstitutional Lock-down “orders”, May 1st 2020, State Capitol, Sacramento California.

#FullyOpenCA #Liv…",0,May,1
1.26E+18,Sat May 02 00:57:30 +0000 2020,The work never ends during a worldwide #Pandemic in #NewYorkCity #NYPD responding to a man walking around naked.… https://t.co/7c7z25y7pa,0,May,1
1.26E+18,Sat May 02 00:57:29 +0000 2020,RT @B52Malmet: Legacy: The 3rd president to be impeached. The most lies ever told by a sitting president.* The biggest national debt. The m…,0,May,1
1.26E+18,Sat May 02 00:57:27 +0000 2020,"RT @RealCandaceO: To all of you frauds who claimed shutting down the nation was about helping the “front line” doctors and nurses.

Now tho…",0,May,1
1.26E+18,Sat May 02 00:57:26 +0000 2020,RT @wef: COVID-19: Pakistan's 'green stimulus' scheme is a win-win for the environment and the unemployed https://t.co/46vg45iYCl #Coronavi…,-0.2,May,0
1.26E+18,Sat May 02 00:57:25 +0000 2020,"RT @bbcworldservice: This nine-year-old Kenyan inventor has come up with an ingenious way to wash his hands, and reduce the spread of the #…",0.5,May,2
1.26E+18,Sat May 02 00:57:24 +0000 2020,"RT @ezracheungtoto: #NOW: The long-unheard #antiELAB protest anthem, Glory to Hong Kong, is once again sung by protesters at New Town Plaza…",0.136363636,May,2
1.26E+18,Sat May 02 00:57:23 +0000 2020,"RT @PreetyAgarwaal: By all means MCD is trying to protect Delhi against #coronavirus Day in &amp; out in our ward 57, Rohini, we are ensuring t…",0,May,1
1.26E+18,Sat May 02 00:57:22 +0000 2020,"Day 46: #bayarealockdown:
- #SocialDistancing🦠
- Payday 🤩💵
- Paid rent &amp; bills 😖💸 (&amp; grateful I still can)
- Trying… https://t.co/4SSoXHMUeu",0,May,1
1.26E+18,Sat May 02 00:57:21 +0000 2020,"RT @RightWingLawMan: Governor Gavin Newsome Just Sent in His Brown Coats!👇😤

The re-open California protest was just met with the arrests o…",0,May,1
1.26E+18,Sat May 02 00:57:20 +0000 2020,"RT @texan_maga: #HillaryClinton suggests that China go after #PresidentTrump

#China, if you’re listening, why don’t you get Trump’s tax re…",0,May,1
1.26E+18,Sat May 02 00:57:19 +0000 2020,"RT @olympicchannel: With most sporting events cancelled due to #coronavirus, few were expecting to hear that someone had qualified to repre…",-0.125,May,0
1.26E+18,Sat May 02 00:57:18 +0000 2020,RT @TeamTrump: BREAKING: President @realDonaldTrump says the FDA has authorized the use of Remdesivir to treat #Coronavirus patients https:…,0,May,1
1.26E+18,Sat May 02 00:57:15 +0000 2020,Dont feel alone I'm here. #TrueBeauty #coronavirus #COVID__19 #StayHome but feel good. Look good. https://t.co/xOR97UE39e,0.7,May,2
1.26E+18,Sat May 02 00:57:14 +0000 2020,"#remdesivir is the latest test drug now approved by the #FDA for 
#coronavirus in the US. Some caution is advised b… https://t.co/7hS97PT38c",0.5,May,2
1.26E+18,Sat May 02 00:57:13 +0000 2020,"RT @RealCandaceO: To all of you frauds who claimed shutting down the nation was about helping the “front line” doctors and nurses.

Now tho…",0,May,1
1.26E+18,Sat May 02 00:57:12 +0000 2020,"#corona #coronavirus #COVID19 #COVID2019 #CoronavirusOutbreak #coronavirusupdates #StayAwareStaySafe 
𝐂𝐨𝐫𝐨𝐧𝐚𝐯𝐢𝐫𝐮𝐬 𝐜… https://t.co/saCaQ6fUWz",0,May,1
1.26E+18,Sat May 02 00:57:11 +0000 2020,"RT @RightWingLawMan: Governor Gavin Newsome Just Sent in His Brown Coats!👇😤

The re-open California protest was just met with the arrests o…",0,May,1
1.26E+18,Sat May 02 00:57:10 +0000 2020,"RT @BlueFutureNow: Easy action to support workers on #MayDay2020.

1. Go to https://t.co/bEwjO47Mue

2. Choose this art by Shepard Fairey (…",0.266666667,May,2
1.26E+18,Sat May 02 00:57:09 +0000 2020,"RT @madanboukman: Distraught market women in Cap Haitien visit where their public market once stood before it was bulldozed 4 days ago.

Th…",-0.3,May,0
1.26E+18,Sat May 02 00:57:08 +0000 2020,"RT @RightWingLawMan: Governor Gavin Newsome Just Sent in His Brown Coats!👇😤

The re-open California protest was just met with the arrests o…",0,May,1
1.26E+18,Sat May 02 00:57:07 +0000 2020,"RT @RealCandaceO: Things that were consider “conspiracy theories” a month ago, that are now verified facts. 

1) People that were never tes…",0,May,1
1.26E+18,Sat May 02 00:57:06 +0000 2020,"Join me in helping #CoronaVirus victims with #Ecoin  🙏 and earn 600 Ecoins ( worth $3 ) free,  Ecoin the world's fa… https://t.co/CY26Wh67J3",0.35,May,2
1.26E+18,Sat May 02 00:57:05 +0000 2020,"@tnewtondunn When you read all the vitriol, see the hatred, add the aggressive &amp; destructive attitude of some of th… https://t.co/SacHbPs9yw",-0.6,May,0
1.26E+18,Sat May 02 00:57:04 +0000 2020,RT @RepGosar: The Wuhan #coronavirus won’t stop us from building the wall! #BuildTheWall https://t.co/eu9OiFH8Nf,0,May,1
1.26E+18,Sat May 02 00:57:03 +0000 2020,RT @EyeOfTheIdol: Fuck everyone of these goddamn camouflaged Trump trailor trash that stormed Michigan’s state capital yesterday! Those pie…,-0.4,May,0
1.26E+18,Sat May 02 00:57:02 +0000 2020,RT @RepGosar: The Wuhan #coronavirus won’t stop us from building the wall! #BuildTheWall https://t.co/eu9OiFH8Nf,0,May,1
1.26E+18,Sat May 02 00:57:01 +0000 2020,"#Rohingya Refugees in #India Fear Dying of #Hunger Before Being #Killed By Coronavirus #Corona 

“Our people will… https://t.co/dXwRSFZUkp",-0.2,May,0
1.26E+18,Sat May 02 00:57:00 +0000 2020,"RT @RealCandaceO: To all of you frauds who claimed shutting down the nation was about helping the “front line” doctors and nurses.

Now tho…",0,May,1
1.26E+18,Sat May 02 00:56:59 +0000 2020,RT @B52Malmet: Legacy: The 3rd president to be impeached. The most lies ever told by a sitting president.* The biggest national debt. The m…,0,May,1
1.26E+18,Sat May 02 00:56:58 +0000 2020,"RT @bbcworldservice: This nine-year-old Kenyan inventor has come up with an ingenious way to wash his hands, and reduce the spread of the #…",0.5,May,2
1.26E+18,Sat May 02 00:56:57 +0000 2020,"RT @RealCandaceO: To all of you frauds who claimed shutting down the nation was about helping the “front line” doctors and nurses.

Now tho…",0,May,1
1.26E+18,Sat May 02 00:56:55 +0000 2020,"RT @RealCandaceO: Things that were consider “conspiracy theories” a month ago, that are now verified facts. 

1) People that were never tes…",0,May,1
1.26E+18,Sat May 02 00:56:54 +0000 2020,White House blocks Fauci from testifying before House panel next week #coronavirus #COVID__19  https://t.co/8uInz80ni1,0,May,1
1.26E+18,Sat May 02 00:56:53 +0000 2020,"RT @bbcworldservice: This nine-year-old Kenyan inventor has come up with an ingenious way to wash his hands, and reduce the spread of the #…",0.5,May,2
1.26E+18,Sat May 02 00:56:52 +0000 2020,"RT @RealCandaceO: To all of you frauds who claimed shutting down the nation was about helping the “front line” doctors and nurses.

Now tho…",0,May,1
1.26E+18,Sat May 02 00:56:51 +0000 2020,RT @21WIRE: It seems now that #COVID19 is the only disease in history that you can officially die from without ever having to prove that yo…,0,May,1
1.26E+18,Sat May 02 00:56:50 +0000 2020,"RT @RealCandaceO: To all of you frauds who claimed shutting down the nation was about helping the “front line” doctors and nurses.

Now tho…",0,May,1
1.26E+18,Sat May 02 00:56:49 +0000 2020,"RT @RealCandaceO: Things that were consider “conspiracy theories” a month ago, that are now verified facts. 

1) People that were never tes…",0,May,1
1.26E+18,Sat May 02 00:56:48 +0000 2020,"RT @bbcworldservice: This nine-year-old Kenyan inventor has come up with an ingenious way to wash his hands, and reduce the spread of the #…",0.5,May,2
1.26E+18,Sat May 02 00:56:46 +0000 2020,"RT @GAHarkless1970: Scientists have flip flopped on masks, but one thing never changes. Airborne droplets of #COVID19 are 1 billionth of  C…",0,May,1
1.26E+18,Sat May 02 00:56:45 +0000 2020,"RT @RealCandaceO: To all of you frauds who claimed shutting down the nation was about helping the “front line” doctors and nurses.

Now tho…",0,May,1
1.26E+18,Sat May 02 00:56:43 +0000 2020,"RT @bbcworldservice: This nine-year-old Kenyan inventor has come up with an ingenious way to wash his hands, and reduce the spread of the #…",0.5,May,2
1.26E+18,Sat May 02 00:56:42 +0000 2020,"RT @Maitha_alktebii: The decisions and measures taken by the #UAE to protect #workers to prevent the outbreak of the #Coronavirus, embodied…",0,May,1
