tweet_id,created_at,text,sentiment,month,classes
1.25382E+18,Fri Apr 24 23:02:28 +0000 2020,RT @steve_hanke: #SoniaGandhi is correct. #Modi &amp; #BJP haven't just allowed the spread of #Coronavirus. They have let communal hatred explo…,0,April,1
1.25382E+18,Fri Apr 24 23:02:09 +0000 2020,"RT @aoteh: #covid19 #pandemic #crisis #lessons the jury is still out on #Isolation #SocialDistancing or rather #physical distancing,  #Shel…",0,April,1
1.25382E+18,Fri Apr 24 23:02:06 +0000 2020,RT @MerlinofCanada: Hey Canada do not relax #COVID19 protocols to early we have not cure or vaccine nothing has changed. Life After Ventila…,0.1,April,2
1.25382E+18,Fri Apr 24 23:01:46 +0000 2020,"RT @samvallance30: Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp,…",-0.125,April,0
1.25382E+18,Fri Apr 24 23:01:29 +0000 2020,"RT @stoneodestptr: Due to #COVID19 aka #Coronavirus Ill be sending the first 400 people to like &amp; retweet this $500 -$1500 through CashApp,…",-0.125,April,0
1.25382E+18,Fri Apr 24 23:01:26 +0000 2020,"RT @stoneodestptr: Due to #COVID19 aka #Coronavirus Ill be sending the first 400 people to like &amp; retweet this $500 -$1500 through CashApp,…",-0.125,April,0
1.25382E+18,Fri Apr 24 23:01:08 +0000 2020,"Tree or no tree? #vote #artsy #coronavirus #covid19 #quarentineandcraft #ahlaynah @ Pompano Beach, Florida https://t.co/q3SKNoJPmw",0,April,1
1.25382E+18,Fri Apr 24 23:01:05 +0000 2020,"Opinion: Congress Creates a #Coronavirus Spending Mess https://t.co/1xhMEdquOL 
A fast road to serfdom or a big pro… https://t.co/933kVe6uiy",0.008333333,April,2
1.25382E+18,Fri Apr 24 23:00:55 +0000 2020,RT @blackwomenviews: Thread-Previously I highlighted #COVID19 leadership of many Black Mayors &amp; BW in US Congress. Today I want to highligh…,0.166666667,April,2
1.25382E+18,Fri Apr 24 23:00:51 +0000 2020,"RT @LittleMamaKin: Short
Still no mention of compassion for the victims of covid19 or their families. 

At least there was no recommendatio…",-0.15,April,0
1.25382E+18,Fri Apr 24 23:00:45 +0000 2020,"RT @samvallance30: Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp,…",-0.125,April,0
1.25382E+18,Fri Apr 24 23:00:28 +0000 2020,RT @steve_hanke: #SoniaGandhi is correct. #Modi &amp; #BJP haven't just allowed the spread of #Coronavirus. They have let communal hatred explo…,0,April,1
1.25382E+18,Fri Apr 24 23:00:12 +0000 2020,"Here's some #lockdown listening for any #antifascists, #history buffs or #ChristyMoore fans.

The story of the… https://t.co/X6gS6899Sn",0,April,1
1.25382E+18,Fri Apr 24 23:00:11 +0000 2020,"RT @Tracie0313: “Many of the deaths attributed to pneumonia and influenza may have actually been caused by COVID-19”

May have...not were c…",0.25,April,2
1.25382E+18,Fri Apr 24 23:00:02 +0000 2020,"RT @BodakBrown: Due to #COVID19#2 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp,…",-0.125,April,0
1.25382E+18,Fri Apr 24 22:59:48 +0000 2020,RT @blackwomenviews: Thread-Previously I highlighted #COVID19 leadership of many Black Mayors &amp; BW in US Congress. Today I want to highligh…,0.166666667,April,2
1.25382E+18,Fri Apr 24 22:59:31 +0000 2020,The number of recoveries from #coronavirus / #COVID19 in Galveston County passed 50% for the first time today. Curr… https://t.co/N4iPhHT4q0,0.25,April,2
1.25382E+18,Fri Apr 24 22:59:15 +0000 2020,"RT @LaurelCoons: Use Of Commercial Disinfectants To Treat #COVID19:

😂We conducted a study on efficacy of using commerical disinfectants th…",0,April,1
1.25382E+18,Fri Apr 24 22:59:02 +0000 2020,"RT @Tracie0313: “Many of the deaths attributed to pneumonia and influenza may have actually been caused by COVID-19”

May have...not were c…",0.25,April,2
1.25382E+18,Fri Apr 24 22:58:39 +0000 2020,"RT @NHKWORLD_News: #Japan sees a record daily death toll from the #coronavirus, and the health minister announces a change of policy in how…",0,April,1
1.25382E+18,Fri Apr 24 22:58:25 +0000 2020,"RT @WBG_Education: With #Coronavirus forcing school closures, different solutions &amp; measures are introduced for the exams students have bee…",0,April,1
1.25382E+18,Fri Apr 24 22:58:16 +0000 2020,"RT @Wyn1745: Almost all NY #COVID19 patients had underlying health issues
✅94% of hospitalized New York patients had more than one disease…",0.136363636,April,2
1.25382E+18,Fri Apr 24 22:58:00 +0000 2020,"RT @samvallance30: Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp,…",-0.125,April,0
1.25382E+18,Fri Apr 24 22:57:55 +0000 2020,"RT @stoneodestptr: Due to #COVID19 aka #Coronavirus Ill be sending the first 400 people to like &amp; retweet this $500 -$1500 through CashApp,…",-0.125,April,0
1.25382E+18,Fri Apr 24 22:57:32 +0000 2020,RT @steve_hanke: #SoniaGandhi is correct. #Modi &amp; #BJP haven't just allowed the spread of #Coronavirus. They have let communal hatred explo…,0,April,1
1.25382E+18,Fri Apr 24 22:57:29 +0000 2020,"RT @Matt_VanDyke: The belief that drinking or injecting chemicals, cleaners, pure alcohol, or other poisonous substances will cure #coronav…",0.214285714,April,2
1.25382E+18,Fri Apr 24 22:56:43 +0000 2020,"'This Is Really Life or Death.' For People With #Disabilities, #Coronavirus Is Making It Harder Than Ever to Receiv… https://t.co/KbIyE4empd",0.05,April,2
1.25382E+18,Fri Apr 24 22:56:17 +0000 2020,RT @jazz_jazaiya21: Due to #COVID19 aka #Coronavirus Ill be sending the first 700 people to like &amp; retweet this $300 -$1500 through CashApp…,-0.125,April,0
1.25382E+18,Fri Apr 24 22:55:55 +0000 2020,RT @steve_hanke: #SoniaGandhi is correct. #Modi &amp; #BJP haven't just allowed the spread of #Coronavirus. They have let communal hatred explo…,0,April,1
1.25382E+18,Fri Apr 24 22:55:47 +0000 2020,"RT @samvallance30: Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp,…",-0.125,April,0
1.25382E+18,Fri Apr 24 22:55:42 +0000 2020,"RT @samvallance30: Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp,…",-0.125,April,0
1.25382E+18,Fri Apr 24 22:55:34 +0000 2020,RT @jazz_jazaiya21: Due to #COVID19 aka #Coronavirus Ill be sending the first 700 people to like &amp; retweet this $300 -$1500 through CashApp…,-0.125,April,0
1.25382E+18,Fri Apr 24 22:55:14 +0000 2020,"RT @IWF: ""This is fantastic news... Most people with #coronavirus will be asymptomatic or mildly affected, not seek medical attention...and…",0.308333333,April,2
1.25382E+18,Fri Apr 24 22:55:09 +0000 2020,"RT @Tracie0313: “Many of the deaths attributed to pneumonia and influenza may have actually been caused by COVID-19”

May have...not were c…",0.25,April,2
1.25382E+18,Fri Apr 24 22:55:01 +0000 2020,"RT @samvallance30: Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp,…",-0.125,April,0
1.25382E+18,Fri Apr 24 22:54:47 +0000 2020,RT @steve_hanke: #SoniaGandhi is correct. #Modi &amp; #BJP haven't just allowed the spread of #Coronavirus. They have let communal hatred explo…,0,April,1
1.25382E+18,Fri Apr 24 22:54:41 +0000 2020,"RT @samvallance30: Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp,…",-0.125,April,0
1.25382E+18,Fri Apr 24 22:54:32 +0000 2020,"Here's some #lockdown listening for any #antifascists, #history buffs or #ChristyMoore fans.

The story of the… https://t.co/qw5GcgUYyt",0,April,1
1.25382E+18,Fri Apr 24 22:54:29 +0000 2020,"2/2 "" then get seriously ill 7 to 10 days later in what we think is likely related to immune dysregulation, or the… https://t.co/RpU3aZrVXg",-0.125,April,0
1.25382E+18,Fri Apr 24 22:54:03 +0000 2020,RT @steve_hanke: #SoniaGandhi is correct. #Modi &amp; #BJP haven't just allowed the spread of #Coronavirus. They have let communal hatred explo…,0,April,1
1.25382E+18,Fri Apr 24 22:53:51 +0000 2020,"RT @samvallance30: Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp,…",-0.125,April,0
1.25382E+18,Fri Apr 24 22:53:46 +0000 2020,"RT @Tracie0313: “Many of the deaths attributed to pneumonia and influenza may have actually been caused by COVID-19”

May have...not were c…",0.25,April,2
1.25382E+18,Fri Apr 24 22:53:30 +0000 2020,"RT @Wyn1745: Almost all NY #COVID19 patients had underlying health issues
✅94% of hospitalized New York patients had more than one disease…",0.136363636,April,2
1.25382E+18,Fri Apr 24 22:53:08 +0000 2020,RT @steve_hanke: #SoniaGandhi is correct. #Modi &amp; #BJP haven't just allowed the spread of #Coronavirus. They have let communal hatred explo…,0,April,1
1.25382E+18,Fri Apr 24 22:52:50 +0000 2020,RT @blackwomenviews: Thread-Previously I highlighted #COVID19 leadership of many Black Mayors &amp; BW in US Congress. Today I want to highligh…,0.166666667,April,2
1.25382E+18,Fri Apr 24 22:52:49 +0000 2020,"RT @ebglaw: Webinar video: Continuing Health Coverage During Leave, #Furlough, Temporary Layoff – #Benefits Guidance in the Time of #COVID1…",0,April,1
1.25382E+18,Fri Apr 24 22:52:45 +0000 2020,RT @jazz_jazaiya21: Due to #COVID19 aka #Coronavirus Ill be sending the first 700 people to like &amp; retweet this $300 -$1500 through CashApp…,-0.125,April,0
1.25382E+18,Fri Apr 24 22:52:36 +0000 2020,RT @steve_hanke: #SoniaGandhi is correct. #Modi &amp; #BJP haven't just allowed the spread of #Coronavirus. They have let communal hatred explo…,0,April,1
1.25382E+18,Fri Apr 24 22:52:35 +0000 2020,RT @himmoderator: Spraying streets with disinfectant has no impact on a #covid19 #coronavirus epidemic. In #Myanmar or anywhere else. https…,0,April,1
1.25382E+18,Fri Apr 24 22:52:32 +0000 2020,RT @BryanKemper: I refuse to believe those who say they are concerned for people who are vulnerable to #COVID19 in one breath but celebrate…,-0.5,April,0
1.25382E+18,Fri Apr 24 22:52:16 +0000 2020,"RT @Wyn1745: Almost all NY #COVID19 patients had underlying health issues
✅94% of hospitalized New York patients had more than one disease…",0.136363636,April,2
1.25382E+18,Fri Apr 24 22:52:15 +0000 2020,"RT @IWF: ""This is fantastic news... Most people with #coronavirus will be asymptomatic or mildly affected, not seek medical attention...and…",0.308333333,April,2
1.25382E+18,Fri Apr 24 22:52:04 +0000 2020,San Francisco has passed a temporary Public Health Emergency Leave Ordinance requiring businesses with 500 or more… https://t.co/A9RsHZ59N2,0,April,1
1.25382E+18,Fri Apr 24 22:51:38 +0000 2020,"RT @Desbas: Don't eat or inject yourself with disinfectant, warns FDA commissioner. #covid19 #pandemic #coronavirus #trump  #touthaiti #tou…",0,April,1
1.25382E+18,Fri Apr 24 22:51:34 +0000 2020,"RT @stoneodestptr: Due to #COVID19 aka #Coronavirus Ill be sending the first 400 people to like &amp; retweet this $500 -$1500 through CashApp,…",-0.125,April,0
1.25382E+18,Fri Apr 24 22:51:11 +0000 2020,"Will the UN condemn China?
Or just blame Israel? #coronavirus #COVID19 #un #chinafuckingsucks #china #ccp #Israel",0,April,1
1.25382E+18,Fri Apr 24 22:50:58 +0000 2020,"Don't eat or inject yourself with disinfectant, warns FDA commissioner. #covid19 #pandemic #coronavirus #trump… https://t.co/ONcU9AzGQl",0,April,1
1.25382E+18,Fri Apr 24 22:50:41 +0000 2020,@BrandonDavisBD until there's a cure or vaccine for #COVID19 / #Coronavirus I ain't stepping foot inside a movie theater!!,0,April,1
1.25382E+18,Fri Apr 24 22:50:19 +0000 2020,"RT @Tracie0313: “Many of the deaths attributed to pneumonia and influenza may have actually been caused by COVID-19”

May have...not were c…",0.25,April,2
1.25382E+18,Fri Apr 24 22:50:13 +0000 2020,RT @jazz_jazaiya21: Due to #COVID19 aka #Coronavirus Ill be sending the first 700 people to like &amp; retweet this $300 -$1500 through CashApp…,-0.125,April,0
1.25382E+18,Fri Apr 24 22:50:10 +0000 2020,RT @Chase10121: IS IT ME OR DOE'S ANYBODY FEEL THE #SurgeonGenaral #JeromeAdams LIES AND BENDS THE TRUTH AND THAT HE'S IN WAY OVER HIS HEAD…,0,April,1
1.25382E+18,Fri Apr 24 22:50:06 +0000 2020,"RT @stoneodestptr: Due to #COVID19 aka #Coronavirus Ill be sending the first 400 people to like &amp; retweet this $500 -$1500 through CashApp,…",-0.125,April,0
1.25382E+18,Fri Apr 24 22:50:05 +0000 2020,"RT @samvallance30: Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp,…",-0.125,April,0
1.25382E+18,Fri Apr 24 22:50:00 +0000 2020,"Here's a sweet story.  My lovely neighbor, who has seen my car at home entirely too often, came over and offered me… https://t.co/WV3r8pTJog",0.283333333,April,2
1.25382E+18,Fri Apr 24 22:49:24 +0000 2020,"RT @samvallance30: Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp,…",-0.125,April,0
1.25382E+18,Fri Apr 24 22:49:23 +0000 2020,"RT @Wyn1745: Almost all NY #COVID19 patients had underlying health issues
✅94% of hospitalized New York patients had more than one disease…",0.136363636,April,2
1.25382E+18,Fri Apr 24 22:49:08 +0000 2020,RT @steve_hanke: #SoniaGandhi is correct. #Modi &amp; #BJP haven't just allowed the spread of #Coronavirus. They have let communal hatred explo…,0,April,1
1.25382E+18,Fri Apr 24 22:48:38 +0000 2020,"RT @samvallance30: Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp,…",-0.125,April,0
1.25382E+18,Fri Apr 24 22:48:22 +0000 2020,"RT @stoneodestptr: Due to #COVID19 aka #Coronavirus Ill be sending the first 400 people to like &amp; retweet this $500 -$1500 through CashApp,…",-0.125,April,0
1.25382E+18,Fri Apr 24 22:48:13 +0000 2020,"RT @Tracie0313: “Many of the deaths attributed to pneumonia and influenza may have actually been caused by COVID-19”

May have...not were c…",0.25,April,2
1.25382E+18,Fri Apr 24 22:48:11 +0000 2020,"RT @CoolGusPub: Hooman still seems concerned.  Day 22: 2020 Pandemic. Leadership, or Lack Thereof https://t.co/xPLhKjjaDw #COVID19 #pandemi…",0,April,1
1.25382E+18,Fri Apr 24 22:48:09 +0000 2020,"RT @ebglaw: Webinar video: Continuing Health Coverage During Leave, #Furlough, Temporary Layoff – #Benefits Guidance in the Time of #COVID1…",0,April,1
1.25382E+18,Fri Apr 24 22:47:38 +0000 2020,RT @steve_hanke: #SoniaGandhi is correct. #Modi &amp; #BJP haven't just allowed the spread of #Coronavirus. They have let communal hatred explo…,0,April,1
1.25382E+18,Fri Apr 24 22:47:29 +0000 2020,RT @jazz_jazaiya21: Due to #COVID19 aka #Coronavirus Ill be sending the first 700 people to like &amp; retweet this $300 -$1500 through CashApp…,-0.125,April,0
1.25382E+18,Fri Apr 24 22:47:18 +0000 2020,RT @blackwomenviews: Thread-Previously I highlighted #COVID19 leadership of many Black Mayors &amp; BW in US Congress. Today I want to highligh…,0.166666667,April,2
1.25382E+18,Fri Apr 24 22:47:06 +0000 2020,"RT @DavidLat: Do I have any permanent or long-term lung damage? It’s too early to say, especially since we haven’t done the necessary tests…",0.033333333,April,2
1.25382E+18,Fri Apr 24 22:47:03 +0000 2020,"RT @Wyn1745: Almost all NY #COVID19 patients had underlying health issues
✅94% of hospitalized New York patients had more than one disease…",0.136363636,April,2
1.25382E+18,Fri Apr 24 22:46:55 +0000 2020,"RT @stoneodestptr: Due to #COVID19 aka #Coronavirus Ill be sending the first 400 people to like &amp; retweet this $500 -$1500 through CashApp,…",-0.125,April,0
1.25382E+18,Fri Apr 24 22:46:40 +0000 2020,"RT @BrigzzB: Due to #COVID19 aka #Coronavirus Ill be sending the first 700 people to like &amp; retweet this $300 -$1500 through CashApp, Apple…",-0.125,April,0
1.25382E+18,Fri Apr 24 22:46:29 +0000 2020,RT @NayMyPresident: #DrTrumpgele proposes injecting Lysol or Clorox. I’m sure his cult worshipers gladly participate as experiment subjects…,0.5,April,2
1.25382E+18,Fri Apr 24 22:46:27 +0000 2020,RT @blackwomenviews: Thread-Previously I highlighted #COVID19 leadership of many Black Mayors &amp; BW in US Congress. Today I want to highligh…,0.166666667,April,2
1.25382E+18,Fri Apr 24 22:45:26 +0000 2020,"RT @samvallance30: Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp,…",-0.125,April,0
1.25382E+18,Fri Apr 24 22:45:13 +0000 2020,"Do I have any permanent or long-term lung damage? It’s too early to say, especially since we haven’t done the neces… https://t.co/XpuGG4um2X",0.05,April,2
1.25382E+18,Fri Apr 24 22:45:12 +0000 2020,"The shortness of breath could be from lung damage, deconditioning, or a combination thereof, he said. 

#coronavirus #Covid_19 #COVID19",0,April,1
1.25382E+18,Fri Apr 24 22:45:09 +0000 2020,"RT @IWF: ""This is fantastic news... Most people with #coronavirus will be asymptomatic or mildly affected, not seek medical attention...and…",0.308333333,April,2
1.25382E+18,Fri Apr 24 22:45:00 +0000 2020,RT @jazz_jazaiya21: Due to #COVID19 aka #Coronavirus Ill be sending the first 700 people to like &amp; retweet this $300 -$1500 through CashApp…,-0.125,April,0
1.25382E+18,Fri Apr 24 22:44:53 +0000 2020,"RT @samvallance30: Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp,…",-0.125,April,0
1.25382E+18,Fri Apr 24 22:44:41 +0000 2020,RT @TruNews: UPDATE — Twitter says video clips of President Trump suggesting scientists investigate inserting light or disinfectant into #c…,0.4,April,2
1.25382E+18,Fri Apr 24 22:44:06 +0000 2020,"RT @BrigzzB: Due to #COVID19 aka #Coronavirus Ill be sending the first 700 people to like &amp; retweet this $300 -$1500 through CashApp, Apple…",-0.125,April,0
1.25382E+18,Fri Apr 24 22:44:05 +0000 2020,"Grab some healthy meals to go or order delivery, and support our participating restaurants for the Healthy Restaura… https://t.co/c29aI9a5eU",0.5,April,2
1.25382E+18,Fri Apr 24 22:43:29 +0000 2020,RT @RashaJarhum: Those in the #US and #Canada you can buy or donate masks made by my friend and Yemeni migrant. Check out his website: http…,0,April,1
1.25382E+18,Fri Apr 24 22:43:28 +0000 2020,"RT @stoneodestptr: Due to #COVID19 aka #Coronavirus Ill be sending the first 400 people to like &amp; retweet this $500 -$1500 through CashApp,…",-0.125,April,0
1.25382E+18,Fri Apr 24 22:43:17 +0000 2020,"RT @DrDenaGrayson: Friends, don’t listen to this lunatic. Injecting or drinking bleach can KILL you, and UV light is known to cause cancer.…",0.4,April,2
1.25382E+18,Fri Apr 24 22:42:56 +0000 2020,Oh trump says #coronavirus it’s just like a cold and  #COVID19 can be cured with #disinfectant or #malaria tablets… https://t.co/81rvllzVvM,-0.6,April,0
1.25382E+18,Fri Apr 24 22:42:47 +0000 2020,"RT @AndyOstroy: Dear #Trump’sters: whatever you do, do NOT drink or inject #disinfectant. It’ll fucking KILL you...no matter what that soci…",-0.6,April,0
1.25382E+18,Fri Apr 24 22:42:37 +0000 2020,"RT @samvallance30: Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp,…",-0.125,April,0
1.25382E+18,Fri Apr 24 22:42:27 +0000 2020,RT @steve_hanke: #SoniaGandhi is correct. #Modi &amp; #BJP haven't just allowed the spread of #Coronavirus. They have let communal hatred explo…,0,April,1
1.25382E+18,Fri Apr 24 22:42:15 +0000 2020,RT @steve_hanke: #SoniaGandhi is correct. #Modi &amp; #BJP haven't just allowed the spread of #Coronavirus. They have let communal hatred explo…,0,April,1
1.25382E+18,Fri Apr 24 22:42:00 +0000 2020,RT @steve_hanke: #SoniaGandhi is correct. #Modi &amp; #BJP haven't just allowed the spread of #Coronavirus. They have let communal hatred explo…,0,April,1
1.25382E+18,Fri Apr 24 22:41:28 +0000 2020,"RT @samvallance30: Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp,…",-0.125,April,0
1.25382E+18,Fri Apr 24 22:41:24 +0000 2020,"RT @PlanUK: Can’t get to the hairdressers this weekend? Let children, partners or flatmates loose on your locks during lockdown! 
Ask frien…",-0.076923077,April,0
1.25382E+18,Fri Apr 24 22:41:15 +0000 2020,"RT @jmsexton_: North Carolina:  It seems NC is not reporting #COVID19 statistics for nursing homes or prisons, the two most vulnerable popu…",-0.5,April,0
1.25382E+18,Fri Apr 24 22:41:13 +0000 2020,"RT @jmsexton_: North Carolina:  It seems NC is not reporting #COVID19 statistics for nursing homes or prisons, the two most vulnerable popu…",-0.5,April,0
1.25382E+18,Fri Apr 24 22:40:50 +0000 2020,"RT @NaomiMcLaughlan: 🌐👑  A year from now, where will your business be?
💡 Ready to take your business to the next level?
💼🌴💡DM me or visit;h…",0.1,April,2
1.25382E+18,Fri Apr 24 22:40:35 +0000 2020,"RT @IWF: ""This is fantastic news... Most people with #coronavirus will be asymptomatic or mildly affected, not seek medical attention...and…",0.308333333,April,2
1.25382E+18,Fri Apr 24 22:40:31 +0000 2020,"RT @stoneodestptr: Due to #COVID19 aka #Coronavirus Ill be sending the first 400 people to like &amp; retweet this $500 -$1500 through CashApp,…",-0.125,April,0
1.25382E+18,Fri Apr 24 22:40:05 +0000 2020,"RT @samvallance30: Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp,…",-0.125,April,0
1.25382E+18,Fri Apr 24 22:39:51 +0000 2020,RT @RashaJarhum: Those in the #US and #Canada you can buy or donate masks made by my friend and Yemeni migrant. Check out his website: http…,0,April,1
1.25382E+18,Fri Apr 24 22:39:20 +0000 2020,"RT @Tracie0313: “Many of the deaths attributed to pneumonia and influenza may have actually been caused by COVID-19”

May have...not were c…",0.25,April,2
1.25382E+18,Fri Apr 24 22:39:19 +0000 2020,"RT @Matt_VanDyke: The belief that drinking or injecting chemicals, cleaners, pure alcohol, or other poisonous substances will cure #coronav…",0.214285714,April,2
1.25382E+18,Fri Apr 24 22:39:06 +0000 2020,RT @TexSR_Tanner1: @ChinaUncensored Could you look to see if they is any strong pressure from different organizations to either boycott and…,0.216666667,April,2
1.25382E+18,Fri Apr 24 22:38:37 +0000 2020,"RT @RBNEWSMAN: ⭐️⭐️⭐️🇺🇸⭐️⭐️⭐️
If you could make the decision to remain on social and economic ""lockdown"" or re-open the world's economy tom…",0.116666667,April,2
1.25382E+18,Fri Apr 24 22:38:32 +0000 2020,RT @blackwomenviews: Thread-Previously I highlighted #COVID19 leadership of many Black Mayors &amp; BW in US Congress. Today I want to highligh…,0.166666667,April,2
1.25382E+18,Fri Apr 24 22:38:00 +0000 2020,"RT @ladybuggedhc: #PleaseRetweet 🇺🇲
CDC-Approved DIY Fitted Face Mask Pattern - to donate or for your family and friends
#MakeToGive #Masks…",0,April,1
1.25382E+18,Fri Apr 24 22:37:54 +0000 2020,RT @ChinookJo: This little Syrian #refugee baby is just learning his first words. His birth and first milestones were missed by his father…,0.104166667,April,2
1.25382E+18,Fri Apr 24 22:37:38 +0000 2020,"RT @KimGonzzz: Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp , Ze…",-0.125,April,0
1.25382E+18,Fri Apr 24 22:37:33 +0000 2020,"Six New #Coronavirus Symptoms Officially Added to CDC List 
- New symptoms for the disease now include “chills, rep… https://t.co/enEWK6Jgs3",0.136363636,April,2
